-1.457321575561181197e-16,-4.017000000000036763e+00
6.500000000000000000e+00,3.146314697092694335e-16
5.199093188488537633e-16,4.017000000000036763e+00
-6.500000000000000000e+00,-3.113540585664645878e-16
-2.750000000000000000e+00,2.750000000000000000e+00
-2.500000000000000000e+00,3.000000000000000000e+00
-2.750000000000000000e+00,3.250000000000000000e+00
-3.000000000000000000e+00,3.000000000000000000e+00
5.000000000000000000e-01,1.250000000000000000e+00
7.500000000000000000e-01,1.500000000000000000e+00
5.000000000000000000e-01,1.750000000000000000e+00
2.500000000000000000e-01,1.500000000000000000e+00
4.000000000000000000e+00,2.000000000000000000e+00
4.250000000000000000e+00,2.250000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+00
3.750000000000000000e+00,2.250000000000000000e+00
-3.899999999999999911e+00,5.000000000000000000e-01
-3.649999999999999911e+00,7.500000000000000000e-01
-3.899999999999999911e+00,1.000000000000000000e+00
-4.150000000000000355e+00,7.500000000000000000e-01
-1.800000000000000044e+00,-1.550000000000000044e+00
-1.550000000000000044e+00,-1.300000000000000044e+00
-1.800000000000000044e+00,-1.050000000000000044e+00
-2.049999999999999822e+00,-1.300000000000000044e+00
3.500000000000000000e+00,-1.499999999999999944e-01
3.750000000000000000e+00,1.000000000000000056e-01
3.500000000000000000e+00,3.499999999999999778e-01
3.250000000000000000e+00,1.000000000000000056e-01
-3.500000000000000000e+00,-2.750000000000000000e+00
-3.250000000000000000e+00,-2.500000000000000000e+00
-3.500000000000000000e+00,-2.250000000000000000e+00
-3.750000000000000000e+00,-2.500000000000000000e+00
5.000000000000000000e-01,-2.000000000000000000e+00
7.500000000000000000e-01,-1.750000000000000000e+00
5.000000000000000000e-01,-1.500000000000000000e+00
2.500000000000000000e-01,-1.750000000000000000e+00
3.750000000000000000e+00,-2.750000000000000000e+00
4.000000000000000000e+00,-2.500000000000000000e+00
3.750000000000000000e+00,-2.250000000000000000e+00
3.500000000000000000e+00,-2.500000000000000000e+00
